transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
ERCC_00069	1	0.719552635040986	FALSE	TRUE
ERCC_00071	1	0.719552635040987	FALSE	TRUE
ERCC_00073	1	0.719552635040987	FALSE	TRUE
ERCC_00074	1	0.719552635040987	FALSE	TRUE
ERCC_00075	1	0.719552635040987	FALSE	TRUE
ERCC_00076	1	0.719552635040987	FALSE	TRUE
ERCC_00077	1	0.719552635040987	FALSE	TRUE
ERCC_00078	1	0.719552635040986	FALSE	TRUE
ERCC_00079	1	0.719552635040987	FALSE	TRUE
ERCC_00081	1	0.719552635040987	FALSE	TRUE
ERCC_00083	1	0.719552635040987	FALSE	TRUE
ERCC_00084	1	0.719552635040987	FALSE	TRUE
ERCC_00085	1	0.719552635040987	FALSE	TRUE
ERCC_00086	1	0.719552635040987	FALSE	TRUE
ERCC_00092	1	0.719552635040987	FALSE	TRUE
ERCC_00095	1	0.719552635040987	FALSE	TRUE
ERCC_00096	1	0.719552635040986	FALSE	TRUE
ERCC_00097	1	0.719552635040987	FALSE	TRUE
ERCC_00098	1	0.719552635040987	FALSE	TRUE
ERCC_00099	1	0.719552635040987	FALSE	TRUE
ERCC_00104	1	0.719552635040987	FALSE	TRUE
ERCC_00108	1	0.719552635040987	FALSE	TRUE
ERCC_00109	1	0.719552635040987	FALSE	TRUE
ERCC_00111	1	0.719552635040987	FALSE	TRUE
ERCC_00112	1	0.719552635040987	FALSE	TRUE
ERCC_00113	1	0.719552635040987	FALSE	TRUE
ERCC_00116	1	0.719552635040987	FALSE	TRUE
ERCC_00117	1	0.719552635040987	FALSE	TRUE
ERCC_00120	1	0.719552635040987	FALSE	TRUE
ERCC_00123	1	0.719552635040987	FALSE	TRUE
ERCC_00126	1	0.719552635040987	FALSE	TRUE
ERCC_00130	1	0.719552635040987	FALSE	TRUE
ERCC_00131	1	0.719552635040987	FALSE	TRUE
ERCC_00134	1	0.719552635040986	FALSE	TRUE
ERCC_00136	1	0.719552635040987	FALSE	TRUE
ERCC_00137	1	0.719552635040987	FALSE	TRUE
ERCC_00138	1	0.719552635040987	FALSE	TRUE
ERCC_00142	1	0.719552635040987	FALSE	TRUE
ERCC_00143	1	0.719552635040987	FALSE	TRUE
ERCC_00144	1	0.719552635040987	FALSE	TRUE
ERCC_00145	1	0.719552635040987	FALSE	TRUE
ERCC_00147	1	0.719552635040987	FALSE	TRUE
ERCC_00148	1	0.719552635040987	FALSE	TRUE
ERCC_00150	1	0.719552635040987	FALSE	TRUE
ERCC_00154	1	0.719552635040987	FALSE	TRUE
ERCC_00156	1	0.719552635040987	FALSE	TRUE
ERCC_00157	1	0.719552635040987	FALSE	TRUE
ERCC_00158	1	0.719552635040987	FALSE	TRUE
ERCC_00160	1	0.719552635040987	FALSE	TRUE
ERCC_00162	1	0.719552635040987	FALSE	TRUE
ERCC_00163	1	0.719552635040987	FALSE	TRUE
ERCC_00164	1	0.719552635040987	FALSE	TRUE
ERCC_00165	1	0.719552635040987	FALSE	TRUE
ERCC_00168	1	0.719552635040987	FALSE	TRUE
ERCC_00170	1	0.719552635040987	FALSE	TRUE
ERCC_00171	1	0.719552635040987	FALSE	TRUE
